"execution","experiment","iteration","attribute","grade","InClosure"
9,3,1,"att2",0.63464682756007,FALSE
9,3,1,"att20",0.63464682756007,TRUE
9,3,1,"att21",0.63464682756007,FALSE
9,3,1,"att22",0.63464682756007,TRUE
9,3,1,"att23",0.63464682756007,FALSE
9,3,1,"att24",0.63464682756007,FALSE
9,3,1,"att25",0.63464682756007,TRUE
9,3,1,"att26",0.63464682756007,FALSE
9,3,1,"att27",0.63464682756007,FALSE
9,3,1,"att28",0.63464682756007,FALSE
9,3,1,"att29",0.63464682756007,FALSE
9,3,1,"att3",0.63464682756007,FALSE
9,3,1,"att30",0.63464682756007,FALSE
9,3,1,"att4",0.63464682756007,FALSE
9,3,1,"att5",0.63464682756007,TRUE
9,3,1,"att6",0.63464682756007,FALSE
9,3,1,"att7",0.63464682756007,FALSE
9,3,1,"att8",0.63464682756007,FALSE
9,3,1,"att9",0.63464682756007,FALSE
9,4,1,"att1",0.63464682756007,TRUE
9,4,1,"att10",0.63464682756007,FALSE
9,4,1,"att11",0.63464682756007,FALSE
9,4,1,"att12",0.63464682756007,FALSE
9,4,1,"att13",0.63464682756007,FALSE
9,4,1,"att14",0.63464682756007,FALSE
9,4,1,"att15",0.63464682756007,FALSE
9,4,1,"att16",0.63464682756007,FALSE
9,4,1,"att17",0.63464682756007,FALSE
9,4,1,"att18",0.63464682756007,TRUE
9,4,1,"att19",0.63464682756007,FALSE
9,4,1,"att2",0.63464682756007,FALSE
9,4,1,"att20",0.63464682756007,FALSE
9,4,1,"att21",0.63464682756007,FALSE
9,4,1,"att22",0.63464682756007,TRUE
9,4,1,"att23",0.63464682756007,FALSE
9,4,1,"att24",0.63464682756007,FALSE
9,4,1,"att25",0.63464682756007,FALSE
9,4,1,"att26",0.63464682756007,FALSE
9,4,1,"att27",0.63464682756007,FALSE
9,4,1,"att28",0.63464682756007,FALSE
9,4,1,"att29",0.63464682756007,FALSE
9,4,1,"att3",0.63464682756007,TRUE
9,4,1,"att30",0.63464682756007,FALSE
9,4,1,"att31",0.63464682756007,FALSE
9,4,1,"att32",0.63464682756007,TRUE
9,4,1,"att33",0.63464682756007,FALSE
9,4,1,"att34",0.63464682756007,FALSE
9,4,1,"att35",0.63464682756007,FALSE
9,4,1,"att4",0.63464682756007,TRUE
9,4,1,"att5",0.63464682756007,FALSE
9,4,1,"att6",0.63464682756007,FALSE
9,4,1,"att7",0.63464682756007,FALSE
9,4,1,"att8",0.63464682756007,FALSE
9,4,1,"att9",0.63464682756007,TRUE
9,5,1,"att1",0.63464682756007,FALSE
9,5,1,"att10",0.63464682756007,FALSE
9,5,1,"att11",0.63464682756007,TRUE
9,5,1,"att12",0.63464682756007,FALSE
9,5,1,"att13",0.63464682756007,FALSE
9,5,1,"att14",0.63464682756007,FALSE
9,5,1,"att15",0.63464682756007,FALSE
9,5,1,"att16",0.63464682756007,FALSE
9,5,1,"att17",0.63464682756007,FALSE
9,5,1,"att18",0.63464682756007,FALSE
9,5,1,"att19",0.63464682756007,TRUE
9,5,1,"att2",0.63464682756007,FALSE
9,5,1,"att20",0.63464682756007,FALSE
9,5,1,"att21",0.63464682756007,TRUE
9,5,1,"att22",0.63464682756007,TRUE
9,5,1,"att23",0.63464682756007,FALSE
9,5,1,"att24",0.63464682756007,FALSE
9,5,1,"att25",0.63464682756007,TRUE
9,5,1,"att26",0.63464682756007,FALSE
9,5,1,"att27",0.63464682756007,FALSE
9,5,1,"att28",0.63464682756007,FALSE
9,5,1,"att29",0.63464682756007,TRUE
9,5,1,"att3",0.63464682756007,TRUE
9,5,1,"att30",0.63464682756007,FALSE
9,5,1,"att31",0.63464682756007,TRUE
9,5,1,"att32",0.63464682756007,TRUE
9,5,1,"att33",0.63464682756007,FALSE
9,5,1,"att34",0.63464682756007,FALSE
9,5,1,"att35",0.63464682756007,TRUE
9,5,1,"att36",0.63464682756007,FALSE
9,5,1,"att37",0.63464682756007,TRUE
9,5,1,"att38",0.63464682756007,FALSE
9,5,1,"att39",0.63464682756007,FALSE
9,5,1,"att4",0.63464682756007,TRUE
9,5,1,"att40",0.63464682756007,FALSE
9,5,1,"att5",0.63464682756007,TRUE
9,5,1,"att6",0.63464682756007,TRUE
9,5,1,"att7",0.63464682756007,FALSE
9,5,1,"att8",0.63464682756007,TRUE
9,5,1,"att9",0.63464682756007,FALSE
9,6,1,"att1",0.63464682756007,FALSE
9,6,1,"att10",0.63464682756007,FALSE
9,6,1,"att11",0.63464682756007,TRUE
9,6,1,"att12",0.63464682756007,FALSE
9,6,1,"att13",0.63464682756007,FALSE
9,6,1,"att14",0.63464682756007,FALSE
9,6,1,"att15",0.63464682756007,FALSE
9,6,1,"att16",0.63464682756007,TRUE
9,6,1,"att17",0.63464682756007,FALSE
9,6,1,"att18",0.63464682756007,FALSE
9,6,1,"att19",0.63464682756007,TRUE
9,6,1,"att2",0.63464682756007,FALSE
9,6,1,"att20",0.63464682756007,TRUE
9,6,1,"att21",0.63464682756007,TRUE
9,6,1,"att22",0.63464682756007,FALSE
9,6,1,"att23",0.63464682756007,FALSE
9,6,1,"att24",0.63464682756007,FALSE
9,6,1,"att25",0.63464682756007,TRUE
9,6,1,"att26",0.63464682756007,TRUE
9,6,1,"att27",0.63464682756007,FALSE
9,6,1,"att28",0.63464682756007,FALSE
9,6,1,"att29",0.63464682756007,FALSE
9,6,1,"att3",0.63464682756007,FALSE
9,6,1,"att30",0.63464682756007,FALSE
9,6,1,"att31",0.63464682756007,TRUE
9,6,1,"att32",0.63464682756007,FALSE
9,6,1,"att33",0.63464682756007,TRUE
9,6,1,"att34",0.63464682756007,TRUE
9,6,1,"att35",0.63464682756007,FALSE
9,6,1,"att36",0.63464682756007,FALSE
9,6,1,"att37",0.63464682756007,FALSE
9,6,1,"att38",0.63464682756007,FALSE
9,6,1,"att39",0.63464682756007,FALSE
9,6,1,"att4",0.63464682756007,FALSE
9,6,1,"att40",0.63464682756007,FALSE
9,6,1,"att41",0.63464682756007,FALSE
9,6,1,"att42",0.63464682756007,TRUE
9,6,1,"att43",0.63464682756007,TRUE
9,6,1,"att44",0.63464682756007,FALSE
9,6,1,"att45",0.63464682756007,FALSE
9,6,1,"att5",0.63464682756007,FALSE
9,6,1,"att6",0.63464682756007,FALSE
9,6,1,"att7",0.63464682756007,TRUE
9,6,1,"att8",0.63464682756007,FALSE
9,6,1,"att9",0.63464682756007,FALSE
