experiment,iteration,sigma,attributes,objects,closure
55,0,4298,40,202599,0
55,1,1934,31,248,6
55,2,1488,23,0,10
56,0,4298,40,202599,0
56,1,3700,36,521,4
56,2,508,30,0,7
57,0,4298,40,202599,0
57,1,3668,37,298,3
57,2,1983,28,0,7
58,0,4298,40,202599,0
58,1,3700,36,388,3
58,2,1721,25,0,9
59,0,4298,40,202599,0
59,1,3559,36,1019,4
59,2,386,28,0,8
60,0,4298,40,202599,0
60,1,3633,36,556,4
60,2,466,30,0,7
61,0,4298,40,202599,0
61,1,3692,33,364,4
61,2,1646,18,0,10
62,0,4298,40,202599,0
62,1,3700,37,1859,3
62,2,1743,28,0,8
63,0,4298,40,202599,0
63,1,3662,35,3319,4
63,2,477,24,0,8
64,0,4298,40,202599,0
64,1,3648,37,1193,3
64,2,1685,23,0,8
65,0,4298,40,202599,0
65,1,2429,34,1662,5
65,2,1490,27,163,8
65,3,500,23,1,11
66,0,4298,40,202599,0
66,1,3648,37,1193,3
66,2,2037,23,0,7
67,0,4298,40,202599,0
67,1,3692,37,1412,3
67,2,3330,26,23,9
67,3,1107,16,0,14
68,0,4298,40,202599,0
68,1,1009,35,223,4
68,2,510,30,0,6
69,0,4298,40,202599,0
69,1,3405,33,236,5
69,2,1873,29,0,7
70,0,4298,40,202599,0
70,1,3668,37,298,3
70,2,1932,29,0,7
71,0,4298,40,202599,0
71,1,2370,34,2025,5
71,2,797,33,1987,7
71,3,311,25,0,11
72,0,4298,40,202599,0
72,1,2658,36,3116,3
72,2,898,31,127,7
72,3,418,21,0,10
73,0,4298,40,202599,0
73,1,2433,35,329,4
73,2,1942,31,0,6
74,0,4298,40,202599,0
74,1,3456,33,549,5
74,2,2535,23,0,10
75,0,4298,40,202599,0
75,1,3367,32,268,5
75,2,1697,25,0,9
76,0,4298,40,202599,0
76,1,2480,36,2826,4
76,2,1990,28,0,7
77,0,4298,40,202599,0
77,1,3630,36,263,4
77,2,508,27,0,8
78,0,4298,40,202599,0
78,1,3677,35,472,4
78,2,480,28,0,8
79,0,4298,40,202599,0
79,1,3676,36,1304,4
79,2,2025,29,0,7
80,0,4298,40,202599,0
80,1,2611,35,655,4
80,2,1950,18,0,7
81,0,4298,40,202599,0
81,1,3615,36,591,4
81,2,1208,22,0,9
82,0,4298,40,202599,0
82,1,2350,33,224,5
82,2,531,28,104,9
82,3,113,20,0,13
83,0,4298,40,202599,0
83,1,1003,34,5773,4
83,2,343,19,25,10
83,3,13,12,0,12
84,0,4298,40,202599,0
84,1,2470,36,3188,4
84,2,735,30,103,8
84,3,259,24,0,11
85,0,4298,40,202599,0
85,1,2409,35,259,5
85,2,826,30,0,9
86,0,4298,40,202599,0
86,1,3700,37,1534,3
86,2,1839,26,0,8
87,0,4298,40,202599,0
87,1,3700,36,447,3
87,2,2620,24,0,8
88,0,4298,40,202599,0
88,1,3700,37,636,3
88,2,472,23,0,8
89,0,4298,40,202599,0
89,1,3680,35,218,4
89,2,438,21,0,10
90,0,4298,40,202599,0
90,1,3082,35,233,5
90,2,1309,27,0,9
91,0,4298,40,202599,0
91,1,3471,36,586,4
91,2,2843,25,1,9
92,0,4298,40,202599,0
92,1,2523,36,1936,4
92,2,1965,28,0,7
93,0,4298,40,202599,0
93,1,3600,34,211,4
93,2,3166,26,1,9
94,0,4298,40,202599,0
94,1,2509,35,205,5
94,2,872,30,1,9
95,0,4298,40,202599,0
95,1,3680,37,435,3
95,2,467,23,0,7
96,0,4298,40,202599,0
96,1,1010,36,664,4
96,2,509,29,0,7
97,0,4298,40,202599,0
97,1,3700,37,663,3
97,2,1977,23,0,8
98,0,4298,40,202599,0
98,1,3699,37,666,3
98,2,2102,29,0,7
99,0,4298,40,202599,0
99,1,3689,35,625,4
99,2,510,28,0,7
100,0,4298,40,202599,0
100,1,2492,32,442,5
100,2,857,29,36,8
100,3,415,20,0,12
101,0,4298,40,202599,0
101,1,3689,36,261,4
101,2,2047,30,0,8
102,0,4298,40,202599,0
102,1,3668,37,298,3
102,2,1859,27,0,7
103,0,4298,40,202599,0
103,1,3476,36,274,4
103,2,1211,23,0,9
104,0,4298,40,202599,0
104,1,2560,36,338,4
104,2,912,30,0,8
105,0,4298,40,202599,0
105,1,3696,36,332,4
105,2,2065,31,0,8
106,0,4298,40,202599,0
106,1,2496,33,247,5
106,2,2025,27,2,7
106,3,267,12,0,10
107,0,4298,40,202599,0
107,1,2186,33,206,5
107,2,573,29,0,9
108,0,4298,40,202599,0
108,1,3610,35,711,4
108,2,461,28,0,7
109,0,4298,40,202599,0
109,1,3676,36,1304,4
109,2,1551,28,0,8
110,0,4298,40,202599,0
110,1,3651,32,541,5
110,2,2646,22,0,10
111,0,4298,40,202599,0
111,1,2362,33,601,5
111,2,708,32,385,7
111,3,196,18,0,10
112,0,4298,40,202599,0
112,1,1010,35,295,4
112,2,465,24,0,9
113,0,4298,40,202599,0
113,1,2438,33,261,5
113,2,1891,24,0,8
114,0,4298,40,202599,0
114,1,3700,37,1534,3
114,2,1767,25,0,8
115,0,4298,40,202599,0
115,1,2500,32,284,5
115,2,886,28,25,8
115,3,708,27,23,10
115,4,521,24,0,13
116,0,4298,40,202599,0
116,1,2608,35,209,4
116,2,1828,23,0,9
117,0,4298,40,202599,0
117,1,2374,35,286,5
117,2,1883,24,0,8
118,0,4298,40,202599,0
118,1,3662,33,1309,4
118,2,476,22,0,8
119,0,4298,40,202599,0
119,1,2499,35,915,4
119,2,729,29,45,8
119,3,297,22,0,10
120,0,4298,40,202599,0
120,1,2360,33,386,5
120,2,1879,28,0,7
121,0,4298,40,202599,0
121,1,3700,37,1920,3
121,2,391,28,0,8
122,0,4298,40,202599,0
122,1,985,35,550,4
122,2,449,25,0,9
123,0,4298,40,202599,0
123,1,3638,37,1481,3
123,2,1367,26,0,9
124,0,4298,40,202599,0
124,1,2528,36,296,4
124,2,693,33,203,7
124,3,357,27,13,11
124,4,249,17,0,14
125,0,4298,40,202599,0
125,1,3632,36,2200,4
125,2,2446,24,1,8
126,0,4298,40,202599,0
126,1,3673,36,230,4
126,2,458,21,0,9
127,0,4298,40,202599,0
127,1,2532,36,294,4
127,2,2033,31,0,7
128,0,4298,40,202599,0
128,1,1959,32,1209,6
128,2,1473,23,0,8
129,0,4298,40,202599,0
129,1,3631,36,503,4
129,2,1664,15,0,9
130,0,4298,40,202599,0
130,1,3699,37,666,3
130,2,1831,27,0,8
131,0,4298,40,202599,0
131,1,2176,32,1026,4
131,2,1705,26,6,9
131,3,86,19,0,14
132,0,4298,40,202599,0
132,1,3630,36,417,4
132,2,508,27,0,7
133,0,4298,40,202599,0
133,1,1003,36,351,4
133,2,748,31,0,9
134,0,4298,40,202599,0
134,1,991,34,262,4
134,2,684,27,1,9
135,0,4298,40,202599,0
135,1,3630,36,263,4
135,2,491,26,0,9
136,0,4298,40,202599,0
136,1,3372,33,1517,4
136,2,2761,24,101,9
136,3,1487,18,0,11
137,0,4298,40,202599,0
137,1,2577,36,1227,4
137,2,2070,23,0,7
138,0,4298,40,202599,0
138,1,3318,33,286,4
138,2,1155,23,0,9
139,0,4298,40,202599,0
139,1,3655,37,3463,3
139,2,331,21,0,9
140,0,4298,40,202599,0
140,1,3699,37,666,3
140,2,1992,23,0,8
141,0,4298,40,202599,0
141,1,2987,33,2525,4
141,2,1434,22,0,8
142,0,4298,40,202599,0
142,1,1959,32,1209,6
142,2,1469,23,0,8
143,0,4298,40,202599,0
143,1,3700,36,364,3
143,2,511,31,0,6
144,0,4298,40,202599,0
144,1,3694,35,1156,4
144,2,2103,28,0,8
145,0,4298,40,202599,0
145,1,2446,33,212,5
145,2,639,28,0,10
146,0,4298,40,202599,0
146,1,2519,35,278,5
146,2,755,29,0,9
147,0,4298,40,202599,0
147,1,3627,34,612,4
147,2,2167,28,4,9
147,3,799,19,0,13
148,0,4298,40,202599,0
148,1,3587,31,224,5
148,2,1590,23,0,9
149,0,4298,40,202599,0
149,1,2509,35,205,5
149,2,855,30,1,9
150,0,4298,40,202599,0
150,1,3672,37,271,3
150,2,1943,28,0,7
151,0,4298,40,202599,0
151,1,2642,36,477,4
151,2,1696,19,0,8
152,0,4298,40,202599,0
152,1,2598,36,247,4
152,2,2102,29,0,7
153,0,4298,40,202599,0
153,1,2526,36,305,4
153,2,1678,26,0,9
154,0,4298,40,202599,0
154,1,982,36,653,4
154,2,464,26,0,8
155,0,4298,40,202599,0
155,1,3662,32,252,4
155,2,488,24,0,7
156,0,4298,40,202599,0
156,1,2491,35,481,4
156,2,729,29,2,8
156,3,260,18,0,13
157,0,4298,40,202599,0
157,1,3678,36,785,4
157,2,2991,25,0,10
158,0,4298,40,202599,0
158,1,3070,33,331,5
158,2,1137,20,0,10
159,0,4298,40,202599,0
159,1,2532,36,294,4
159,2,752,30,2,8
159,3,291,21,0,10
160,0,4298,40,202599,0
160,1,3630,36,417,4
160,2,1722,24,0,9
161,0,4298,40,202599,0
161,1,2458,34,285,5
161,2,1971,28,0,7
162,0,4298,40,202599,0
162,1,1010,36,664,4
162,2,505,28,0,7
163,0,4298,40,202599,0
163,1,3700,37,1859,3
163,2,2786,26,0,8
164,0,4298,40,202599,0
164,1,3479,36,418,4
164,2,1719,29,0,7
165,0,4298,40,202599,0
165,1,2658,36,3116,3
165,2,2102,30,3,6
165,3,1862,20,0,11
166,0,4298,40,202599,0
166,1,2273,34,1115,5
166,2,1782,27,0,9
167,0,4298,40,202599,0
167,1,2423,35,2319,5
167,2,1940,25,0,9
168,0,4298,40,202599,0
168,1,3548,34,1124,4
168,2,1596,24,0,8
169,0,4298,40,202599,0
169,1,3626,35,270,4
169,2,458,27,0,8
170,0,4298,40,202599,0
170,1,3700,37,1692,3
170,2,2028,28,0,7
171,0,4298,40,202599,0
171,1,3677,37,596,3
171,2,505,27,0,7
172,0,4298,40,202599,0
172,1,3560,31,206,4
172,2,451,21,0,8
173,0,4298,40,202599,0
173,1,2401,35,1646,5
173,2,1922,27,0,8
174,0,4298,40,202599,0
174,1,3671,35,466,4
174,2,465,25,0,9
175,0,4298,40,202599,0
175,1,3668,37,298,3
175,2,1911,26,0,7
176,0,4298,40,202599,0
176,1,3700,37,1692,3
176,2,2063,28,0,7
177,0,4298,40,202599,0
177,1,968,32,230,5
177,2,687,27,0,10
178,0,4298,40,202599,0
178,1,2509,35,205,5
178,2,2014,29,0,8
179,0,4298,40,202599,0
179,1,3580,35,289,4
179,2,2009,25,0,7
180,0,4298,40,202599,0
180,1,2406,34,580,5
180,2,940,32,457,7
180,3,766,28,198,9
180,4,31,9,0,14
181,0,4298,40,202599,0
181,1,3090,35,284,5
181,2,2296,23,0,8
182,0,4298,40,202599,0
182,1,3662,32,252,4
182,2,1907,25,0,8
183,0,4298,40,202599,0
183,1,3700,37,810,3
183,2,1903,28,0,8
184,0,4298,40,202599,0
184,1,3694,35,1156,4
184,2,1888,22,0,10
185,0,4298,40,202599,0
185,1,1002,36,337,4
185,2,480,29,0,8
186,0,4298,40,202599,0
186,1,2158,34,222,5
186,2,619,29,0,9
187,0,4298,40,202599,0
187,1,2491,35,481,4
187,2,1996,28,0,7
188,0,4298,40,202599,0
188,1,949,36,281,4
188,2,724,32,9,8
188,3,501,22,1,11
189,0,4298,40,202599,0
189,1,3626,36,836,4
189,2,332,28,0,8
190,0,4298,40,202599,0
190,1,3655,36,253,4
190,2,3389,28,8,9
190,3,1882,24,0,12
191,0,4298,40,202599,0
191,1,3700,37,1124,3
191,2,1969,25,0,8
192,0,4298,40,202599,0
192,1,3655,36,253,4
192,2,365,22,0,10
193,0,4298,40,202599,0
193,1,2471,35,422,5
193,2,1994,21,0,8
194,0,4298,40,202599,0
194,1,3700,37,558,3
194,2,494,28,0,8
195,0,4298,40,202599,0
195,1,3318,33,286,4
195,2,1004,21,0,9
196,0,4298,40,202599,0
196,1,2227,33,1196,5
196,2,1748,25,0,7
197,0,4298,40,202599,0
197,1,3633,36,486,4
197,2,1487,25,0,9
198,0,4298,40,202599,0
198,1,3523,36,1326,4
198,2,1863,22,0,8
199,0,4298,40,202599,0
199,1,3700,37,810,3
199,2,2042,29,0,7
200,0,4298,40,202599,0
200,1,1010,35,295,4
200,2,461,26,0,8
201,0,4298,40,202599,0
201,1,3699,37,666,3
201,2,509,27,0,7
202,0,4298,40,202599,0
202,1,3430,33,834,4
202,2,1109,23,2,9
202,3,109,15,0,11
203,0,4298,40,202599,0
203,1,3648,37,1193,3
203,2,1478,23,0,8
204,0,4298,40,202599,0
204,1,3032,27,230,6
204,2,1251,17,0,10
205,0,4298,40,202599,0
205,1,2547,35,540,4
205,2,917,31,0,8
206,0,4298,40,202599,0
206,1,2407,35,2284,5
206,2,1924,21,0,8
207,0,4298,40,202599,0
207,1,3590,29,388,4
207,2,1642,22,0,9
208,0,4298,40,202599,0
208,1,2144,30,265,5
208,2,330,25,0,9
209,0,4298,40,202599,0
209,1,3571,35,311,5
209,2,1943,22,7,9
209,3,816,14,0,12
210,0,4298,40,202599,0
210,1,986,36,511,4
210,2,323,20,0,10
211,0,4298,40,202599,0
211,1,3551,36,647,4
211,2,490,30,0,7
212,0,4298,40,202599,0
212,1,965,35,338,5
212,2,463,26,0,9
213,0,4298,40,202599,0
213,1,3633,36,556,4
213,2,2960,25,2,10
213,3,1195,18,0,14
214,0,4298,40,202599,0
214,1,3672,36,377,4
214,2,1699,23,0,9
215,0,4298,40,202599,0
215,1,2492,32,442,5
215,2,2023,22,0,9
216,0,4298,40,202599,0
216,1,3662,32,252,4
216,2,1821,24,0,9
217,0,4298,40,202599,0
217,1,3430,33,834,4
217,2,104,21,0,11
218,0,4298,40,202599,0
218,1,3553,35,1077,4
218,2,1819,27,0,8
219,0,4298,40,202599,0
219,1,2221,34,1308,5
219,2,1743,28,0,7
220,0,4298,40,202599,0
220,1,2617,36,224,4
220,2,2071,30,0,7
221,0,4298,40,202599,0
221,1,1008,34,207,4
221,2,511,29,0,8
222,0,4298,40,202599,0
222,1,3671,35,466,4
222,2,485,28,0,7
223,0,4298,40,202599,0
223,1,3699,37,666,3
223,2,479,23,0,8
224,0,4298,40,202599,0
224,1,3651,36,420,4
224,2,1969,28,0,8
225,0,4298,40,202599,0
225,1,2499,35,915,4
225,2,1358,18,0,10
226,0,4298,40,202599,0
226,1,3630,36,407,4
226,2,428,24,0,10
227,0,4298,40,202599,0
227,1,2463,33,400,5
227,2,1579,22,0,9
228,0,4298,40,202599,0
228,1,3551,36,647,4
228,2,1194,23,0,9
229,0,4298,40,202599,0
229,1,3674,35,230,4
229,2,1934,28,0,8
230,0,4298,40,202599,0
230,1,3677,37,596,3
230,2,1905,29,0,7
231,0,4298,40,202599,0
231,1,3432,35,205,5
231,2,1230,24,11,9
231,3,11,9,0,13
232,0,4298,40,202599,0
232,1,2526,36,305,4
232,2,2029,31,0,8
233,0,4298,40,202599,0
233,1,3562,36,467,4
233,2,1772,24,0,9
234,0,4298,40,202599,0
234,1,2433,35,329,4
234,2,665,28,7,9
234,3,407,25,1,11
235,0,4298,40,202599,0
235,1,3605,35,705,4
235,2,483,29,0,8
236,0,4298,40,202599,0
236,1,3700,37,1859,3
236,2,466,30,0,7
237,0,4298,40,202599,0
237,1,3626,36,836,4
237,2,489,25,0,9
238,0,4298,40,202599,0
238,1,2935,30,400,6
238,2,1571,25,125,9
238,3,71,19,12,11
238,4,11,9,0,15
239,0,4298,40,202599,0
239,1,3700,37,1534,3
239,2,1802,28,0,8
240,0,4298,40,202599,0
240,1,2617,36,224,4
240,2,2000,29,0,7
241,0,4298,40,202599,0
241,1,3633,36,486,4
241,2,1769,27,0,8
242,0,4298,40,202599,0
242,1,2406,34,580,5
242,2,682,23,13,9
242,3,426,20,4,12
242,4,331,20,0,14
243,0,4298,40,202599,0
243,1,2397,33,213,5
243,2,1927,28,0,8
244,0,4298,40,202599,0
244,1,2597,36,262,4
244,2,1914,27,0,8
245,0,4298,40,202599,0
245,1,2535,36,269,4
245,2,588,30,1,8
246,0,4298,40,202599,0
246,1,3624,36,1441,4
246,2,1657,23,0,9
247,0,4298,40,202599,0
247,1,1942,29,539,5
247,2,1191,17,0,10
248,0,4298,40,202599,0
248,1,3297,34,466,5
248,2,1992,21,23,9
248,3,588,11,0,13
249,0,4298,40,202599,0
249,1,3648,37,1193,3
249,2,272,23,0,9
250,0,4298,40,202599,0
250,1,3691,36,439,4
250,2,2048,27,0,8
251,0,4298,40,202599,0
251,1,2569,35,296,4
251,2,1770,28,0,8
252,0,4298,40,202599,0
252,1,3700,36,324,3
252,2,1176,19,0,10
253,0,4298,40,202599,0
253,1,3643,36,216,4
253,2,1877,29,0,8
254,0,4298,40,202599,0
254,1,3700,37,558,3
254,2,2060,28,0,7
255,0,4298,40,202599,0
255,1,3595,34,236,4
255,2,1478,24,0,9
256,0,4298,40,202599,0
256,1,3700,37,2106,3
256,2,506,30,0,7
257,0,4298,40,202599,0
257,1,3700,37,1556,3
257,2,475,28,0,7
258,0,4298,40,202599,0
258,1,1009,35,355,4
258,2,495,30,0,8
259,0,4298,40,202599,0
259,1,1009,35,223,4
259,2,499,28,0,7
260,0,4298,40,202599,0
260,1,3700,37,1124,3
260,2,2072,30,0,7
261,0,4298,40,202599,0
261,1,3427,36,328,4
261,2,1768,28,0,8
262,0,4298,40,202599,0
262,1,3678,36,785,4
262,2,1997,28,0,8
263,0,4298,40,202599,0
263,1,3624,33,318,4
263,2,1303,22,0,10
264,0,4298,40,202599,0
264,1,2272,32,515,5
264,2,1779,26,0,7
265,0,4298,40,202599,0
265,1,3673,36,230,4
265,2,494,29,0,7
266,0,4298,40,202599,0
266,1,3643,36,869,4
266,2,1764,24,0,8
267,0,4298,40,202599,0
267,1,3699,37,666,3
267,2,1915,27,0,8
268,0,4298,40,202599,0
268,1,2446,33,212,5
268,2,741,29,0,9
269,0,4298,40,202599,0
269,1,2345,35,319,4
269,2,615,30,0,8
270,0,4298,40,202599,0
270,1,3700,37,559,3
270,2,511,31,0,7
271,0,4298,40,202599,0
271,1,3661,34,824,4
271,2,1952,27,0,8
272,0,4298,40,202599,0
272,1,3700,37,1859,3
272,2,1895,29,0,8
273,0,4298,40,202599,0
273,1,3650,36,322,4
273,2,317,25,0,9
274,0,4298,40,202599,0
274,1,3700,37,636,3
274,2,2118,28,0,7
275,0,4298,40,202599,0
275,1,3672,35,538,4
275,2,504,28,0,7
276,0,4298,40,202599,0
276,1,3700,37,1692,3
276,2,2021,28,0,7
277,0,4298,40,202599,0
277,1,3630,36,417,4
277,2,1910,27,0,8
278,0,4298,40,202599,0
278,1,3700,36,388,3
278,2,409,24,0,10
279,0,4298,40,202599,0
279,1,2399,33,270,5
279,2,767,28,26,9
279,3,402,21,1,12
280,0,4298,40,202599,0
280,1,3700,37,1859,3
280,2,1748,27,0,8
281,0,4298,40,202599,0
281,1,3430,33,834,4
281,2,139,23,0,9
282,0,4298,40,202599,0
282,1,3699,37,666,3
282,2,506,30,0,7
283,0,4298,40,202599,0
283,1,1009,35,223,4
283,2,440,27,0,8
284,0,4298,40,202599,0
284,1,2598,35,408,4
284,2,833,31,0,8
285,0,4298,40,202599,0
285,1,3219,33,610,5
285,2,1706,23,0,9
286,0,4298,40,202599,0
286,1,2558,34,795,4
286,2,1488,25,3,9
286,3,1135,15,0,11
287,0,4298,40,202599,0
287,1,3700,37,542,3
287,2,2417,28,1,9
288,0,4298,40,202599,0
288,1,3367,32,268,5
288,2,2220,28,125,8
288,3,109,8,0,13
289,0,4298,40,202599,0
289,1,3697,36,1269,4
289,2,2031,27,0,8
290,0,4298,40,202599,0
290,1,3692,36,771,4
290,2,2707,25,0,9
291,0,4298,40,202599,0
291,1,2577,36,1227,4
291,2,2069,23,0,7
292,0,4298,40,202599,0
292,1,3700,37,663,3
292,2,2065,30,0,7
293,0,4298,40,202599,0
293,1,965,35,338,5
293,2,608,28,0,9
294,0,4298,40,202599,0
294,1,3538,36,680,4
294,2,1762,27,23,9
294,3,111,16,0,13
295,0,4298,40,202599,0
295,1,3674,35,230,4
295,2,1849,29,0,8
296,0,4298,40,202599,0
296,1,3559,34,325,4
296,2,1872,28,0,7
297,0,4298,40,202599,0
297,1,2092,34,661,6
297,2,1405,27,0,9
298,0,4298,40,202599,0
298,1,2611,35,655,4
298,2,940,32,218,7
298,3,417,24,0,10
299,0,4298,40,202599,0
299,1,3700,37,810,3
299,2,2114,28,0,7
300,0,4298,40,202599,0
300,1,3677,35,472,4
300,2,2256,25,1,9
301,0,4298,40,202599,0
301,1,3700,37,1124,3
301,2,2043,29,0,7
302,0,4298,40,202599,0
302,1,3700,37,636,3
302,2,2068,31,0,6
303,0,4298,40,202599,0
303,1,2262,33,206,5
303,2,1741,26,0,8
304,0,4298,40,202599,0
304,1,3700,37,1920,3
304,2,2920,29,0,8
305,0,4298,40,202599,0
305,1,3653,36,260,4
305,2,1813,27,0,8
306,0,4298,40,202599,0
306,1,3643,37,1107,3
306,2,2068,31,0,6
307,0,4298,40,202599,0
307,1,3630,36,212,4
307,2,1796,27,0,8
308,0,4298,40,202599,0
308,1,3542,34,791,4
308,2,1504,23,0,9
309,0,4298,40,202599,0
309,1,3512,34,352,5
309,2,1917,30,0,8
310,0,4298,40,202599,0
310,1,3422,32,261,5
310,2,2821,25,1,10
311,0,4298,40,202599,0
311,1,3672,36,377,4
311,2,1709,25,0,9
312,0,4298,40,202599,0
312,1,1002,35,360,4
312,2,499,29,0,7
313,0,4298,40,202599,0
313,1,3700,37,810,3
313,2,510,29,0,7
314,0,4298,40,202599,0
314,1,3257,35,244,5
314,2,1698,24,0,8
315,0,4298,40,202599,0
315,1,1014,36,651,4
315,2,741,30,23,8
315,3,320,19,0,11
316,0,4298,40,202599,0
316,1,3581,33,669,4
316,2,2155,27,17,9
316,3,136,17,0,12
317,0,4298,40,202599,0
317,1,3696,36,332,4
317,2,2024,30,0,8
318,0,4298,40,202599,0
318,1,3578,35,274,4
318,2,2351,21,0,8
319,0,4298,40,202599,0
319,1,3700,36,388,3
319,2,507,31,0,6
320,0,4298,40,202599,0
320,1,3662,32,252,4
320,2,1480,19,0,10
321,0,4298,40,202599,0
321,1,3498,31,297,5
321,2,2305,25,1,9
322,0,4298,40,202599,0
322,1,3530,36,570,4
322,2,2516,28,1,8
323,0,4298,40,202599,0
323,1,2387,33,257,5
323,2,933,30,3,8
323,3,439,25,0,10
324,0,4298,40,202599,0
324,1,3700,37,1692,3
324,2,2033,30,0,7
325,0,4298,40,202599,0
325,1,1965,34,1128,5
325,2,668,29,0,8
326,0,4298,40,202599,0
326,1,3629,34,256,4
326,2,1894,28,0,7
327,0,4298,40,202599,0
327,1,2455,33,210,5
327,2,575,29,0,9
328,0,4298,40,202599,0
328,1,3651,37,703,3
328,2,1799,22,0,8
329,0,4298,40,202599,0
329,1,2211,33,254,5
329,2,1732,27,0,7
330,0,4298,40,202599,0
330,1,2447,32,396,5
330,2,1736,23,0,9
331,0,4298,40,202599,0
331,1,3699,37,666,3
331,2,1848,29,0,8
332,0,4298,40,202599,0
332,1,3671,35,466,4
332,2,497,28,0,7
333,0,4298,40,202599,0
333,1,3514,33,1191,4
333,2,2423,18,2,9
333,3,192,11,0,13
334,0,4298,40,202599,0
334,1,3700,37,636,3
334,2,511,31,0,7
335,0,4298,40,202599,0
335,1,3700,37,810,3
