experiment,iteration,sigma,attributes,objects,closure
112,1,4330,40,364,3
112,2,2518,40,0,6
113,0,4933,40,202599,0
113,1,2763,40,1026,4
113,2,362,40,0,9
114,0,4933,40,202599,0
114,1,4242,40,2364,4
114,2,2514,40,0,8
115,0,4933,40,202599,0
115,1,2993,40,622,4
115,2,1002,40,15,8
115,3,503,40,0,11
116,0,4933,40,202599,0
116,1,4081,40,418,4
116,2,2549,40,0,7
117,0,4933,40,202599,0
117,1,3145,40,270,4
117,2,2644,40,0,8
118,0,4933,40,202599,0
118,1,3045,40,313,4
118,2,2513,40,0,7
119,0,4933,40,202599,0
119,1,4083,40,259,4
119,2,2159,40,0,8
120,0,4933,40,202599,0
120,1,4310,40,218,4
120,2,2526,40,0,8
121,0,4933,40,202599,0
121,1,4180,40,287,4
121,2,2350,40,0,7
122,0,4933,40,202599,0
122,1,4330,40,1534,3
122,2,815,40,0,7
123,0,4933,40,202599,0
123,1,4330,40,1534,3
123,2,2675,40,0,7
124,0,4933,40,202599,0
124,1,1318,40,326,4
124,2,818,40,0,7
125,0,4933,40,202599,0
125,1,3029,40,278,5
125,2,997,40,0,8
126,0,4933,40,202599,0
126,1,4267,40,352,4
126,2,2362,40,0,9
127,0,4933,40,202599,0
127,1,4257,40,279,4
127,2,3672,40,3,10
127,3,1862,40,0,14
128,0,4933,40,202599,0
128,1,4330,40,663,3
128,2,811,40,0,7
129,0,4933,40,202599,0
129,1,2781,40,1754,5
129,2,695,40,15,10
129,3,253,40,2,14
129,4,9,40,0,16
130,0,4933,40,202599,0
130,1,1298,40,1868,4
130,2,735,40,7,9
130,3,344,40,5,11
130,4,179,40,0,16
131,0,4933,40,202599,0
131,1,4330,40,364,3
131,2,3609,40,0,9
132,0,4933,40,202599,0
132,1,3036,40,294,4
132,2,756,40,1,9
133,0,4933,40,202599,0
133,1,4296,40,271,3
133,2,2682,40,0,6
134,0,4933,40,202599,0
134,1,4277,40,278,4
134,2,1847,40,0,9
135,0,4933,40,202599,0
135,1,4330,40,401,4
135,2,3274,40,0,9
136,0,4933,40,202599,0
136,1,4326,40,475,4
136,2,3472,40,7,9
136,3,1645,40,0,13
137,0,4933,40,202599,0
137,1,3239,40,3116,3
137,2,1065,40,674,6
137,3,644,40,13,10
137,4,244,40,0,13
138,0,4933,40,202599,0
138,1,3166,40,262,4
138,2,1089,40,0,9
139,0,4933,40,202599,0
139,1,4011,40,236,5
139,2,1782,40,0,10
140,0,4933,40,202599,0
140,1,4272,40,260,4
140,2,2947,40,1,9
141,0,4933,40,202599,0
141,1,3036,40,294,4
141,2,1070,40,25,6
141,3,559,40,0,9
142,0,4933,40,202599,0
142,1,4330,40,810,3
142,2,2628,40,0,7
143,0,4933,40,202599,0
143,1,4206,40,638,4
143,2,2205,40,0,8
144,0,4933,40,202599,0
144,1,4303,40,534,4
144,2,800,40,0,8
145,0,4933,40,202599,0
145,1,4310,40,218,4
145,2,2660,40,0,8
146,0,4933,40,202599,0
146,1,3542,40,233,5
146,2,2017,40,0,8
147,0,4933,40,202599,0
147,1,4254,40,1481,3
147,2,3693,40,7,8
147,3,1087,40,0,13
148,0,4933,40,202599,0
148,1,4299,40,1304,4
148,2,2112,40,0,9
149,0,4933,40,202599,0
149,1,4322,40,1412,3
149,2,2312,40,0,8
150,0,4933,40,202599,0
150,1,4187,40,222,4
150,2,2301,40,0,8
151,0,4933,40,202599,0
151,1,1319,40,223,4
151,2,814,40,0,7
152,0,4933,40,202599,0
152,1,2947,40,325,5
152,2,972,40,3,8
152,3,352,40,0,12
153,0,4933,40,202599,0
153,1,1284,40,660,4
153,2,551,40,19,9
153,3,202,40,0,12
154,0,4933,40,202599,0
154,1,4244,40,486,4
154,2,2134,40,0,9
155,0,4933,40,202599,0
155,1,4330,40,1534,3
155,2,2463,40,0,8
156,0,4933,40,202599,0
156,1,4296,40,271,3
156,2,2424,40,0,7
157,0,4933,40,202599,0
157,1,3875,40,300,5
157,2,1982,40,0,8
158,0,4933,40,202599,0
158,1,4321,40,439,4
158,2,818,40,0,8
159,0,4933,40,202599,0
159,1,4236,40,1441,4
159,2,2629,40,0,7
160,0,4933,40,202599,0
160,1,4296,40,456,4
160,2,2214,40,0,9
161,0,4933,40,202599,0
161,1,4257,40,417,4
161,2,2510,40,0,8
162,0,4933,40,202599,0
162,1,3137,40,405,4
162,2,954,40,3,8
162,3,486,40,0,11
163,0,4933,40,202599,0
163,1,4330,40,1692,3
163,2,2547,40,0,7
164,0,4933,40,202599,0
164,1,2195,40,266,7
164,2,336,40,0,12
165,0,4933,40,202599,0
165,1,4330,40,636,3
165,2,3976,40,11,8
165,3,1848,40,0,13
166,0,4933,40,202599,0
166,1,4330,40,1124,3
166,2,821,40,0,7
167,0,4933,40,202599,0
167,1,1319,40,223,4
167,2,818,40,0,7
168,0,4933,40,202599,0
168,1,4292,40,267,4
168,2,2580,40,0,7
169,0,4933,40,202599,0
169,1,4330,40,663,3
169,2,2736,40,0,6
170,0,4933,40,202599,0
170,1,4257,40,1429,3
170,2,2447,40,0,7
171,0,4933,40,202599,0
171,1,1311,40,423,4
171,2,505,40,0,12
172,0,4933,40,202599,0
172,1,4187,40,222,4
172,2,2538,40,0,7
173,0,4933,40,202599,0
173,1,4308,40,259,4
173,2,2459,40,1,10
174,0,4933,40,202599,0
174,1,2874,40,389,5
174,2,2366,40,0,8
175,0,4933,40,202599,0
175,1,4220,40,842,4
175,2,2529,40,0,7
176,0,4933,40,202599,0
176,1,4275,40,703,3
176,2,2390,40,0,7
177,0,4933,40,202599,0
177,1,4151,40,3286,4
177,2,2435,40,0,7
178,0,4933,40,202599,0
178,1,3825,40,244,5
178,2,1740,40,1,11
179,0,4933,40,202599,0
179,1,4326,40,475,4
179,2,789,40,0,7
180,0,4933,40,202599,0
180,1,4330,40,636,3
180,2,2697,40,0,7
181,0,4933,40,202599,0
181,1,2869,40,304,5
181,2,720,40,5,9
181,3,307,40,0,13
182,0,4933,40,202599,0
182,1,1295,40,511,4
182,2,982,40,13,8
182,3,733,40,1,11
183,0,4933,40,202599,0
183,1,2995,40,226,5
183,2,2345,40,0,8
184,0,4933,40,202599,0
184,1,3145,40,270,4
184,2,1138,40,0,9
185,0,4933,40,202599,0
185,1,1318,40,664,4
185,2,816,40,0,8
186,0,4933,40,202599,0
186,1,2145,40,749,7
186,2,1434,40,0,11
187,0,4933,40,202599,0
187,1,3168,40,1059,4
187,2,2661,40,0,7
188,0,4933,40,202599,0
188,1,4330,40,324,3
188,2,819,40,0,7
189,0,4933,40,202599,0
189,1,4287,40,871,4
189,2,2511,40,0,7
190,0,4933,40,202599,0
190,1,3957,40,1242,4
190,2,3123,40,49,9
190,3,1316,40,0,13
191,0,4933,40,202599,0
191,1,4284,40,270,4
191,2,2447,40,0,8
192,0,4933,40,202599,0
192,1,3187,40,563,4
192,2,2678,40,0,7
193,0,4933,40,202599,0
193,1,4180,40,287,4
193,2,690,40,0,9
194,0,4933,40,202599,0
194,1,3202,40,247,4
194,2,1129,40,35,8
194,3,699,40,3,10
194,4,354,40,0,12
195,0,4933,40,202599,0
195,1,4214,40,236,4
195,2,3093,40,0,9
196,0,4933,40,202599,0
196,1,4322,40,771,4
196,2,2467,40,0,8
197,0,4933,40,202599,0
197,1,4075,40,861,4
197,2,704,40,0,8
198,0,4933,40,202599,0
198,1,3126,40,338,4
198,2,1196,40,1,8
199,0,4933,40,202599,0
199,1,4215,40,335,4
199,2,2411,40,0,7
200,0,4933,40,202599,0
200,1,4217,40,535,4
200,2,2433,40,0,8
201,0,4933,40,202599,0
201,1,3037,40,298,5
201,2,2573,40,0,7
202,0,4933,40,202599,0
202,1,4031,40,1510,4
202,2,493,40,0,9
203,0,4933,40,202599,0
203,1,4330,40,663,3
203,2,2648,40,0,7
204,0,4933,40,202599,0
204,1,4308,40,785,4
204,2,2477,40,0,8
205,0,4933,40,202599,0
205,1,2993,40,622,4
205,2,2494,40,0,8
206,0,4933,40,202599,0
206,1,3191,40,263,4
206,2,2687,40,0,7
207,0,4933,40,202599,0
207,1,4257,40,279,4
207,2,2051,40,0,8
208,0,4933,40,202599,0
208,1,4157,40,1124,4
208,2,2578,40,0,7
209,0,4933,40,202599,0
209,1,4304,40,596,3
209,2,2372,40,0,8
210,0,4933,40,202599,0
210,1,4134,40,1191,4
210,2,2434,40,0,7
211,0,4933,40,202599,0
211,1,2673,40,786,5
211,2,2288,40,0,11
212,0,4933,40,202599,0
212,1,4330,40,542,3
212,2,2460,40,0,8
213,0,4933,40,202599,0
213,1,4330,40,1124,3
213,2,2403,40,0,10
214,0,4933,40,202599,0
214,1,937,40,572,7
214,2,453,40,0,10
215,0,4933,40,202599,0
215,1,1311,40,360,4
215,2,768,40,0,7
216,0,4933,40,202599,0
216,1,2547,40,222,5
216,2,465,40,2,11
216,3,150,40,0,15
217,0,4933,40,202599,0
217,1,1319,40,355,4
217,2,463,40,0,10
218,0,4933,40,202599,0
218,1,3036,40,447,4
218,2,2513,40,0,7
219,0,4933,40,202599,0
219,1,4330,40,542,3
219,2,812,40,0,7
220,0,4933,40,202599,0
220,1,1273,40,263,5
220,2,780,40,0,8
221,0,4933,40,202599,0
221,1,4177,40,242,4
221,2,2388,40,0,8
222,0,4933,40,202599,0
222,1,2713,40,256,5
222,2,1412,40,0,10
223,0,4933,40,202599,0
223,1,1319,40,223,4
223,2,395,40,0,10
224,0,4933,40,202599,0
224,1,4329,40,666,3
224,2,3273,40,8,8
224,3,412,40,0,12
225,0,4933,40,202599,0
225,1,1295,40,511,4
225,2,879,40,33,9
225,3,455,40,0,12
226,0,4933,40,202599,0
226,1,4038,40,570,4
226,2,1958,40,0,9
227,0,4933,40,202599,0
227,1,2936,40,850,5
227,2,2234,40,0,8
228,0,4933,40,202599,0
228,1,4303,40,534,4
228,2,2526,40,0,10
229,0,4933,40,202599,0
229,1,3051,40,628,4
229,2,2547,40,0,6
230,0,4933,40,202599,0
230,1,4330,40,810,3
230,2,2334,40,0,8
231,0,4933,40,202599,0
231,1,3045,40,237,4
231,2,705,40,1,9
232,0,4933,40,202599,0
232,1,4330,40,324,3
232,2,3937,40,0,9
233,0,4933,40,202599,0
233,1,1321,40,914,4
233,2,700,40,0,11
234,0,4933,40,202599,0
234,1,4328,40,246,4
234,2,2343,40,0,8
235,0,4933,40,202599,0
235,1,4330,40,1534,3
235,2,1347,40,0,9
236,0,4933,40,202599,0
236,1,4287,40,5295,3
236,2,3135,40,6,7
236,3,169,40,0,13
237,0,4933,40,202599,0
237,1,3213,40,296,4
237,2,2713,40,0,7
238,0,4933,40,202599,0
238,1,1295,40,511,4
238,2,798,40,0,6
239,0,4933,40,202599,0
239,1,2870,40,212,5
239,2,2010,40,0,9
240,0,4933,40,202599,0
240,1,2887,40,279,5
240,2,2383,40,0,7
241,0,4933,40,202599,0
241,1,4214,40,236,4
241,2,2566,40,0,7
242,0,4933,40,202599,0
242,1,2730,40,814,5
242,2,1183,40,0,10
243,0,4933,40,202599,0
243,1,4330,40,388,3
243,2,2326,40,0,7
244,0,4933,40,202599,0
244,1,2802,40,220,5
244,2,2260,40,0,8
245,0,4933,40,202599,0
245,1,4308,40,259,4
245,2,785,40,0,8
246,0,4933,40,202599,0
246,1,4330,40,401,4
246,2,2617,40,0,8
247,0,4933,40,202599,0
247,1,4232,40,1865,4
247,2,2568,40,0,7
248,0,4933,40,202599,0
248,1,4204,40,1265,4
248,2,1973,40,0,8
249,0,4933,40,202599,0
249,1,4211,40,454,4
249,2,2419,40,0,8
250,0,4933,40,202599,0
250,1,1309,40,337,4
250,2,807,40,0,7
251,0,4933,40,202599,0
251,1,4330,40,636,3
251,2,506,40,0,11
252,0,4933,40,202599,0
252,1,4305,40,225,4
252,2,2559,40,0,8
253,0,4933,40,202599,0
253,1,4158,40,890,4
253,2,2209,40,0,8
254,0,4933,40,202599,0
254,1,3854,40,849,5
254,2,615,40,0,10
255,0,4933,40,202599,0
255,1,4292,40,1375,3
255,2,2392,40,0,7
256,0,4933,40,202599,0
256,1,4324,40,1156,4
256,2,2475,40,0,9
257,0,4933,40,202599,0
257,1,4287,40,5295,3
257,2,2548,40,0,6
258,0,4933,40,202599,0
258,1,3189,40,209,4
258,2,961,40,0,9
259,0,4933,40,202599,0
259,1,2993,40,622,4
259,2,2498,40,0,6
260,0,4933,40,202599,0
260,1,4319,40,625,4
260,2,2485,40,0,9
261,0,4933,40,202599,0
261,1,3893,40,1323,4
261,2,2180,40,0,7
262,0,4933,40,202599,0
262,1,4294,40,298,3
262,2,2305,40,2,9
262,3,766,40,0,13
263,0,4933,40,202599,0
263,1,4303,40,472,4
263,2,2679,40,17,9
263,3,2085,40,6,12
263,4,1023,40,0,15
264,0,4933,40,202599,0
264,1,4330,40,636,3
264,2,818,40,0,6
265,0,4933,40,202599,0
265,1,4275,40,703,3
265,2,2403,40,0,7
266,0,4933,40,202599,0
266,1,2784,40,2818,5
266,2,945,40,0,8
267,0,4933,40,202599,0
267,1,2740,40,231,5
267,2,751,40,11,9
267,3,319,40,0,11
268,0,4933,40,202599,0
268,1,2806,40,1533,5
268,2,832,40,30,8
268,3,348,40,0,11
269,0,4933,40,202599,0
269,1,3146,40,296,4
269,2,1219,40,2,8
269,3,834,40,0,11
270,0,4933,40,202599,0
270,1,4330,40,636,3
270,2,2233,40,0,8
271,0,4933,40,202599,0
271,1,1321,40,914,4
271,2,975,40,0,9
272,0,4933,40,202599,0
272,1,1283,40,2580,5
272,2,844,40,1,10
273,0,4933,40,202599,0
273,1,2594,40,206,5
273,2,1212,40,0,12
274,0,4933,40,202599,0
274,1,4232,40,1865,4
274,2,2417,40,0,7
275,0,4933,40,202599,0
275,1,4287,40,5295,3
275,2,2154,40,0,8
276,0,4933,40,202599,0
276,1,1277,40,1526,5
276,2,746,40,0,8
277,0,4933,40,202599,0
277,1,4109,40,215,5
277,2,751,40,0,8
278,0,4933,40,202599,0
278,1,1258,40,275,5
278,2,592,40,0,10
279,0,4933,40,202599,0
279,1,4330,40,401,4
279,2,790,40,0,9
280,0,4933,40,202599,0
280,1,1258,40,275,5
280,2,771,40,0,9
281,0,4933,40,202599,0
281,1,4329,40,666,3
281,2,2116,40,0,8
282,0,4933,40,202599,0
282,1,4081,40,418,4
282,2,1590,40,0,9
283,0,4933,40,202599,0
283,1,3880,40,4574,4
283,2,1924,40,0,8
284,0,4933,40,202599,0
284,1,4322,40,1412,3
284,2,773,40,0,8
285,0,4933,40,202599,0
285,1,2822,40,260,5
285,2,847,40,0,11
286,0,4933,40,202599,0
286,1,4293,40,466,4
286,2,2145,40,0,8
287,0,4933,40,202599,0
287,1,4308,40,785,4
287,2,2264,40,0,9
288,0,4933,40,202599,0
288,1,3036,40,294,4
288,2,1070,40,25,6
288,3,436,40,0,12
289,0,4933,40,202599,0
289,1,4217,40,535,4
289,2,2300,40,0,8
290,0,4933,40,202599,0
290,1,4157,40,1124,4
290,2,2403,40,0,8
291,0,4933,40,202599,0
291,1,1279,40,3009,5
291,2,690,40,0,9
292,0,4933,40,202599,0
292,1,4294,40,419,3
292,2,2493,40,0,7
293,0,4933,40,202599,0
293,1,2763,40,1026,4
293,2,527,40,0,10
294,0,4933,40,202599,0
294,1,4330,40,810,3
294,2,2683,40,0,7
295,0,4933,40,202599,0
295,1,1064,40,379,5
295,2,536,40,0,10
296,0,4933,40,202599,0
296,1,3191,40,263,4
296,2,1207,40,1,8
297,0,4933,40,202599,0
297,1,4294,40,298,3
297,2,821,40,0,6
298,0,4933,40,202599,0
298,1,1259,40,229,6
298,2,840,40,5,9
298,3,439,40,0,11
299,0,4933,40,202599,0
299,1,1311,40,360,4
299,2,806,40,0,7
300,0,4933,40,202599,0
300,1,4319,40,625,4
300,2,2224,40,0,8
301,0,4933,40,202599,0
301,1,4299,40,538,4
301,2,588,40,0,8
302,0,4933,40,202599,0
302,1,2971,40,346,5
302,2,2474,40,1,7
303,0,4933,40,202599,0
303,1,4329,40,666,3
303,2,2686,40,0,7
304,0,4933,40,202599,0
304,1,4287,40,871,4
304,2,2442,40,0,8
305,0,4933,40,202599,0
305,1,4326,40,475,4
305,2,2623,40,0,8
306,0,4933,40,202599,0
306,1,4064,40,586,4
306,2,1787,40,0,9
307,0,4933,40,202599,0
307,1,4244,40,318,4
307,2,2411,40,0,8
308,0,4933,40,202599,0
308,1,1236,40,354,5
308,2,752,40,0,7
309,0,4933,40,202599,0
309,1,4310,40,218,4
309,2,2423,40,0,8
310,0,4933,40,202599,0
310,1,1319,40,355,4
310,2,785,40,0,8
311,0,4933,40,202599,0
311,1,2704,40,1040,5
311,2,467,40,0,11
312,0,4933,40,202599,0
312,1,2905,40,232,5
312,2,950,40,0,9
313,0,4933,40,202599,0
313,1,3018,40,283,5
313,2,1024,40,5,8
313,3,535,40,0,10
314,0,4933,40,202599,0
314,1,2905,40,232,5
314,2,2301,40,0,8
315,0,4933,40,202599,0
315,1,4295,40,701,4
315,2,2451,40,0,10
316,0,4933,40,202599,0
316,1,3202,40,247,4
316,2,911,40,80,8
316,3,488,40,0,13
317,0,4933,40,202599,0
317,1,4304,40,1693,3
317,2,814,40,0,7
318,0,4933,40,202599,0
318,1,4296,40,271,3
318,2,792,40,0,7
319,0,4933,40,202599,0
319,1,4329,40,666,3
319,2,2692,40,0,7
320,0,4933,40,202599,0
320,1,1298,40,516,4
320,2,706,40,10,9
320,3,337,40,0,15
321,0,4933,40,202599,0
321,1,3099,40,344,4
321,2,669,40,6,9
321,3,431,40,0,13
322,0,4933,40,202599,0
322,1,4109,40,1493,4
322,2,2353,40,0,8
323,0,4933,40,202599,0
323,1,4024,40,477,4
323,2,2240,40,0,8
324,0,4933,40,202599,0
324,1,4257,40,1429,3
324,2,2212,40,0,8
325,0,4933,40,202599,0
325,1,4127,40,271,5
325,2,2292,40,0,9
326,0,4933,40,202599,0
326,1,2612,40,331,6
326,2,2127,40,0,11
327,0,4933,40,202599,0
327,1,4294,40,298,3
327,2,2411,40,0,7
328,0,4933,40,202599,0
328,1,3146,40,296,4
328,2,1257,40,0,8
329,0,4933,40,202599,0
329,1,3051,40,713,4
329,2,913,40,0,9
330,0,4933,40,202599,0
330,1,1319,40,223,4
330,2,620,40,0,10
331,0,4933,40,202599,0
331,1,4292,40,1375,3
331,2,2936,40,0,8
332,0,4933,40,202599,0
